"State","County","Year","Population","Total Damage","Population Change","Population Change Ratio","Expected Damage","Magic Number"
"Alabama","Chambers",1999,36369,12268,-337,0.990818939682886,12155.3667520296,0.990818939682886
"Alabama","Chambers",2003,35626,3601294,-743,0.979570513349281,3527721.41230169,0.979570513349281
"Alabama","Chambers",2004,35387,4099,-239,0.993291416381295,4071.50151574693,0.993291416381295
"Alabama","Chambers",2005,35173,26387,-214,0.993952581456467,26227.4267668918,0.993952581456467
"Alabama","Chambers",2006,34822,12760,-351,0.990020754556052,12632.6648281352,0.990020754556052
"Alabama","Cherokee",1998,21827,39088,NA,NA,NA,NA
"Alabama","Cherokee",2003,24159,256434,2332,1.10684015210519,283831.447564943,1.10684015210519
"Alabama","Cherokee",2004,24291,56029,132,1.0054638023097,56335.1313796101,1.0054638023097
"Alabama","Cherokee",2005,24268,1319,-23,0.999053147256185,1317.75110123091,0.999053147256185
"Alabama","Cherokee",2009,24448,29882,180,1.0074171748805,30103.6400197791,1.0074171748805
"Alabama","Cherokee",2010,25963,9404,1515,1.0619682591623,9986.7495091623,1.0619682591623
"Alabama","Chilton",1998,36926,46906,NA,NA,NA,NA
"Alabama","Chilton",1999,37604,18403,678,1.01836104641716,18740.898337215,1.01836104641716
"Alabama","Chilton",2002,40460,14335,2856,1.07594936708861,15423.7341772152,1.07594936708861
"Alabama","Chilton",2003,40776,16815,316,1.00781018289669,16946.3282254078,1.00781018289669
"Alabama","Chilton",2004,41170,10932,394,1.00966254659604,11037.6309593879,1.00966254659604
"Alabama","Chilton",2005,41510,3958,340,1.0082584406121,3990.68690794268,1.0082584406121
"Alabama","Chilton",2009,42971,59765,1461,1.03519633823175,61868.5091544206,1.03519633823175
"Alabama","Chilton",2010,43653,5877,682,1.01587116892788,5970.27485978916,1.01587116892788
"Alabama","Choctaw",1997,15883,793310,NA,NA,NA,NA
"Alabama","Choctaw",1998,15829,78176,-54,0.996600138512875,77910.2124283826,0.996600138512876
"Alabama","Choctaw",1999,15518,12268,-311,0.980352517531114,12026.9646850717,0.980352517531114
"Alabama","Choctaw",2001,15652,24685,134,1.00863513339348,24898.158267818,1.00863513339348
"Alabama","Choctaw",2009,13990,89648,-1662,0.893815486838743,80128.7707641196,0.893815486838743
"Alabama","Choctaw",2011,13609,28410,-381,0.97276626161544,27636.2894924946,0.97276626161544
"Alabama","Choctaw",2015,13231,1295381,-378,0.972224263355133,1259400.83848924,0.972224263355133
"Alabama","Choctaw",2018,12833,742065,-398,0.969919129317512,719743.038696999,0.969919129317512
"Alabama","Choctaw",2019,12589,25221,-244,0.980986519130367,24741.460998987,0.980986519130367
"Alabama","Clarke",1996,28077,24262,NA,NA,NA,NA
"Alabama","Clarke",1997,28606,3166,529,1.01884104427111,3225.65074616234,1.01884104427111
"Alabama","Clarke",1999,28756,15335,150,1.00524365517724,15415.4114521429,1.00524365517724
"Alabama","Clarke",2001,27634,534374,-1122,0.960982055918765,513523.825149534,0.960982055918765
"Alabama","Clarke",2009,26042,65741,-1592,0.942389809654773,61953.6484765144,0.942389809654773
"Alabama","Clarke",2013,25123,54792,-919,0.964710851701098,52858.4369864066,0.964710851701098
"Alabama","Clarke",2017,24063,837052,-1060,0.957807586673566,801734.756040282,0.957807586673566
"Alabama","Clarke",2018,23918,1392011,-145,0.993974151186469,1383622.95216723,0.993974151186469
"Alabama","Clarke",2019,23622,75663,-296,0.987624383309641,74726.6237143574,0.987624383309641
"Alabama","Clay",1998,13966,62541,NA,NA,NA,NA
"Alabama","Clay",2001,14257,20329,291,1.0208363167693,20752.581483603,1.0208363167693
"Alabama","Clay",2002,14173,14335,-84,0.994108157396367,14250.5404362769,0.994108157396367
"Alabama","Clay",2003,14066,1006119,-107,0.992450433923658,998523.238128836,0.992450433923658
"Alabama","Clay",2004,13939,28697,-127,0.9909711360728,28437.8986918811,0.9909711360728
"Alabama","Clay",2005,13847,62013,-92,0.993399813472989,61603.7026329005,0.993399813472989
"Alabama","Clay",2009,13640,2390,-207,0.985050913555283,2354.27168339713,0.985050913555283
"Alabama","Cleburne",1998,14283,39088,NA,NA,NA,NA
"Alabama","Cleburne",1999,14456,4600,173,1.01211230133725,4655.71658615137,1.01211230133725
"Alabama","Cleburne",2003,14378,361530,-78,0.994604316546763,359579.298561151,0.994604316546763
"Alabama","Cleburne",2004,14264,76528,-114,0.992071219919321,75921.2263179858,0.992071219919321
"Alabama","Cleburne",2005,14276,9236,12,1.00084127874369,9243.77005047673,1.00084127874369
"Alabama","Coffee",1998,42222,168082406,NA,NA,NA,NA
"Alabama","Coffee",2001,43581,7260,1359,1.03218701151059,7493.67770356686,1.03218701151059
"Alabama","Coffee",2008,47773,5952,4192,1.09618870608752,6524.51517863289,1.09618870608752
"Alabama","Coffee",2012,51141,22258,3368,1.07050007326314,23827.190630691,1.07050007326314
"Alabama","Coffee",2013,50681,65752,-460,0.991005259967541,65160.5778533857,0.991005259967541
"Alabama","Coffee",2015,50963,1910687,282,1.00556421538644,1921318.47400406,1.00556421538644
"Alabama","Coffee",2017,51853,5231,890,1.01746365009909,5322.35235366835,1.01746365009909
"Alabama","Colbert",1998,52924,39088,NA,NA,NA,NA
"Alabama","Colbert",1999,52552,53676,-372,0.992971052830474,53298.7142317285,0.992971052830474
"Alabama","Colbert",2001,54841,11616,2289,1.04355685796925,12121.9564621708,1.04355685796925
"Alabama","Colbert",2002,54594,358392,-247,0.995496070458234,356777.827683667,0.995496070458234
"Alabama","Colbert",2003,54319,700641,-275,0.994962816426714,697111.742664029,0.994962816426714
"Alabama","Colbert",2007,54606,1240,287,1.00528360242272,1246.55166700418,1.00528360242272
"Alabama","Colbert",2009,54639,5976,33,1.00060432919459,5979.61147126689,1.00060432919459
"Alabama","Colbert",2010,54524,23511,-115,0.997895276267867,23461.5158403338,0.997895276267867
"Alabama","Colbert",2012,54570,23369,46,1.00084366517497,23388.7156114738,1.00084366517497
"Alabama","Colbert",2015,54417,26987,-153,0.997196261682243,26911.3355140187,0.997196261682243
"Alabama","Conecuh",1998,13863,469067,NA,NA,NA,NA
"Alabama","Conecuh",1999,13728,3067,-135,0.99026184808483,3037.13308807617,0.99026184808483
"Alabama","Conecuh",2001,13894,21781,166,1.01209207459207,22044.37747669,1.01209207459207
"Alabama","Conecuh",2014,12677,107761,-1217,0.912408233769973,98322.023679286,0.912408233769973
"Alabama","Coosa",1998,11637,39088,NA,NA,NA,NA
"Alabama","Coosa",2009,10556,5976,-1081,0.907106642605482,5420.86929621036,0.907106642605482
"Alabama","Coosa",2011,11486,85233,930,1.0881015536188,92742.1597195908,1.0881015536188
"Alabama","Covington",1998,37461,9381343,NA,NA,NA,NA
"Alabama","Covington",1999,37587,16869,126,1.00336349803796,16925.7388484023,1.00336349803796
"Alabama","Covington",2001,36939,14521,-648,0.982759996807407,14270.6579136404,0.982759996807407
"Alabama","Covington",2015,37556,3411171,617,1.01670321340589,3468148.51717697,1.01670321340589
"Alabama","Crenshaw",1998,13626,469067,NA,NA,NA,NA
"Alabama","Crenshaw",1999,13619,21470,-7,0.999486276236606,21458.9703507999,0.999486276236606
"Alabama","Crenshaw",2001,13700,14521,81,1.00594757324326,14607.3647110654,1.00594757324326
"Alabama","Crenshaw",2009,13781,29882,81,1.00591240875912,30058.6745985401,1.00591240875912
"Alabama","Crenshaw",2015,13850,145730,69,1.00500689354909,146459.654596909,1.00500689354909
"Alabama","Crenshaw",2017,13858,5231,8,1.00057761732852,5234.02151624549,1.00057761732852
"Alabama","Cullman",1996,73409,48525,NA,NA,NA,NA
"Alabama","Cullman",1997,74086,3166,677,1.00922230244248,3195.19780953289,1.00922230244248
"Alabama","Cullman",1998,74944,39088,858,1.01158113543719,39540.6834219691,1.01158113543719
"Alabama","Cullman",2000,77580,230328,2636,1.03517292912041,238429.310418446,1.03517292912041
"Alabama","Cullman",2001,77661,4356,81,1.00104408352668,4360.54802784223,1.00104408352668
"Alabama","Cullman",2005,79382,26388,1721,1.02216041513759,26972.7690346506,1.02216041513759
"Alabama","Cullman",2009,81778,358594,2396,1.03018316494923,369417.501851805,1.03018316494923
"Alabama","Cullman",2010,80456,11755,-1322,0.983834283059013,11564.9719973587,0.983834283059013
"Alabama","Cullman",2012,80279,11129,-177,0.997800039773292,11104.516642637,0.997800039773292
"Alabama","Dale",1998,48916,195444659,NA,NA,NA,NA
"Alabama","Dale",2001,49001,14520,85,1.00173767274511,14545.2310082591,1.00173767274511
"Alabama","Dale",2014,49414,53880,413,1.00842839942042,54334.1221607722,1.00842839942042
"Alabama","Dale",2015,49365,235324,-49,0.999008378192415,235090.647589752,0.999008378192415
"Alabama","Dallas",1998,46803,140719,NA,NA,NA,NA
"Alabama","Dallas",2001,45910,36302,-893,0.980920026494028,35609.3588017862,0.980920026494028
"Alabama","Dallas",2003,44504,35032,-1406,0.969374863864082,33959.1402308865,0.969374863864082
"Alabama","Dallas",2004,43927,9566,-577,0.987034873269818,9441.97559769908,0.987034873269819
"Alabama","Dallas",2005,43358,30346,-569,0.987046691101145,29952.9188881553,0.987046691101145
"Alabama","Dallas",2009,41925,11953,-1433,0.96694958254532,11557.9483601642,0.96694958254532
"Alabama","Dallas",2011,43251,85233,1326,1.03162790697674,87928.7413953488,1.03162790697674
"Alabama","Elmore",1996,58573,16175,NA,NA,NA,NA
"Alabama","Elmore",1997,60340,15834,1767,1.03016748331142,16311.6719307531,1.03016748331142
"Alabama","Elmore",1998,61985,46905,1645,1.02726218097448,48183.7325986079,1.02726218097448
"Alabama","Elmore",1999,63488,35272,1503,1.02424780188755,36127.2684681778,1.02424780188755
"Alabama","Elmore",2000,66230,29719,2742,1.0431892641129,31002.5417401714,1.0431892641129
"Alabama","Elmore",2001,67566,34849,1336,1.0201721274347,35551.9784689718,1.0201721274347
"Alabama","Elmore",2003,70151,128917,2585,1.03825888760619,133849.221013528,1.03825888760619
"Alabama","Elmore",2004,71276,20497,1125,1.01603683482773,20825.707003464,1.01603683482773
"Alabama","Elmore",2005,73241,75205,1965,1.02756888714294,77278.3181575846,1.02756888714294
"Alabama","Elmore",2009,79233,5859432,5992,1.08181209978018,6338804.43543917,1.08181209978018
"Alabama","Escambia",1998,36732,2392241,NA,NA,NA,NA
"Alabama","Escambia",1999,36671,4600,-61,0.99833932266144,4592.36088424262,0.99833932266144
"Alabama","Escambia",2001,38430,14521,1759,1.04796705843855,15217.5296555862,1.04796705843855
"Alabama","Escambia",2009,37434,2703799,-996,0.97408274785324,2633723.95956284,0.97408274785324
"Alabama","Escambia",2013,37765,5479,331,1.00884222898969,5527.4465726345,1.00884222898969
"Alabama","Etowah",1997,103758,15834,NA,NA,NA,NA
"Alabama","Etowah",1998,103923,39088,165,1.00159023882496,39150.15925519,1.00159023882496
"Alabama","Etowah",1999,103472,107352,-451,0.995660248453182,106886.118991946,0.995660248453182
"Alabama","Etowah",2004,102657,276051,-815,0.992123473016855,273876.676849776,0.992123473016855
"Alabama","Etowah",2005,102602,141179,-55,0.999464235268905,141103.361271029,0.999464235268905
"Alabama","Etowah",2009,103645,125507,1043,1.01016549385002,126782.840636635,1.01016549385002
"Alabama","Fayette",1998,18096,46906,NA,NA,NA,NA
"Alabama","Fayette",2000,18456,44579,360,1.01989389920424,45465.850132626,1.01989389920424
"Alabama","Fayette",2004,17998,13664,-458,0.975184221933247,13324.9172084959,0.975184221933247
"Alabama","Fayette",2009,17371,23906,-627,0.965162795866207,23073.1817979776,0.965162795866207
"Alabama","Fayette",2011,17052,34093,-319,0.981636060100167,33466.918196995,0.981636060100167
"Alabama","Franklin",1998,29684,39088,NA,NA,NA,NA
"Alabama","Franklin",2001,31112,21781,1428,1.04810672416116,22828.8125589543,1.04810672416116
"Alabama","Franklin",2002,30766,21503,-346,0.988878889174595,21263.8627539213,0.988878889174595
"Alabama","Geneva",1998,24875,25798694,NA,NA,NA,NA
"Alabama","Geneva",2001,25528,7260,653,1.02625125628141,7450.58412060302,1.02625125628141
"Alabama","Geneva",2006,25769,6380,241,1.00944061422751,6440.23111877154,1.00944061422751
"Alabama","Geneva",2013,26677,2849252,908,1.03523613644301,2949648.63223253,1.03523613644301
"Alabama","Geneva",2014,26593,5388,-84,0.996851220152191,5371.03437418001,0.996851220152191
"Alabama","Geneva",2015,26631,486847,38,1.00142894746738,487542.678787651,1.00142894746738
"Alabama","Geneva",2016,26494,160159,-137,0.994855619390935,159335.081146033,0.994855619390935
"Alabama","Greene",1998,9843,46906,NA,NA,NA,NA
"Alabama","Greene",2003,9697,14012,-146,0.985167123844356,13804.1617393071,0.985167123844356
"Alabama","Greene",2004,9534,6832,-163,0.983190677529133,6717.15870887903,0.983190677529133
"Alabama","Greene",2005,9472,50137,-62,0.993496958254668,49810.9569960143,0.993496958254667
"Alabama","Greene",2009,8829,23906,-643,0.932115709459459,22283.1581503378,0.932115709459459
"Alabama","Hale",1998,16750,46906,NA,NA,NA,NA
"Alabama","Hale",2003,18013,16815,1263,1.07540298507463,18082.9011940299,1.07540298507463
"Alabama","Hale",2005,17921,14513,-92,0.994892577582857,14438.87597846,0.994892577582857
"Alabama","Hale",2009,17975,29882,54,1.00301322470844,29972.0411807377,1.00301322470844
"Alabama","Hale",2010,15745,11755,-2230,0.875938803894298,10296.6606397775,0.875938803894298
"Alabama","Hale",2011,15361,85233,-384,0.975611305176246,83154.278374087,0.975611305176246
"Alabama","Henry",1998,15798,7817786,NA,NA,NA,NA
"Alabama","Henry",2003,16370,7006,572,1.03620711482466,7259.66704646158,1.03620711482466
"Alabama","Henry",2015,17101,324924,731,1.04465485644472,339433.434575443,1.04465485644472
"Alabama","Houston",1998,85613,132902368,NA,NA,NA,NA
"Alabama","Houston",2006,95511,12760,9898,1.11561328302945,14235.2254914557,1.11561328302945
"Alabama","Houston",2009,100085,597657,4574,1.04788977185874,626278.657379778,1.04788977185874
"Alabama","Houston",2013,103643,888747,3558,1.03554978268472,920341.762711695,1.03554978268472
"Alabama","Houston",2014,104158,881984,515,1.00496898005654,886366.560906188,1.00496898005654
"Alabama","Houston",2015,104260,961820,102,1.00097928147622,962761.892509457,1.00097928147622
"Alabama","Houston",2016,104218,21354,-42,0.999597160943794,21345.3977747938,0.999597160943794
"Alabama","Houston",2018,104770,5117,552,1.00529658984053,5144.10265021397,1.00529658984053
"Alabama","Jackson",1998,51339,39088,NA,NA,NA,NA
"Alabama","Jackson",2000,54029,22289,2690,1.05239681333879,23456.8725725082,1.05239681333879
"Alabama","Jackson",2003,53483,1681538,-546,0.989894316015473,1664544.90836403,0.989894316015473
"Alabama","Jackson",2010,53184,352678,-299,0.994409438513172,350706.331955949,0.994409438513172
"Alabama","Jackson",2011,53214,11364,30,1.00056407942238,11370.410198556,1.00056407942238
"Alabama","Jackson",2012,53079,33387,-135,0.997463073627241,33302.2996391927,0.997463073627241
"Alabama","Jackson",2013,52957,82190,-122,0.997701539215132,82001.0895080917,0.997701539215132
"Alabama","Jefferson",1996,662376,601708,NA,NA,NA,NA
"Alabama","Jefferson",1998,660039,62542,-2337,0.996471792456248,62321.3388437987,0.996471792456248
"Alabama","Jefferson",1999,657422,1249892,-2617,0.996035082775412,1244936.28168033,0.996035082775412
"Alabama","Jefferson",2000,662214,3090857,4792,1.00728907763963,3113386.49664599,1.00728907763963
"Alabama","Jefferson",2001,661494,101647,-720,0.998912738178293,101536.483097609,0.998912738178293
"Alabama","Jefferson",2002,659766,8427972,-1728,0.997387731407995,8405955.8734501,0.997387731407995
"Alabama","Jefferson",2003,660486,348916,720,1.00109129600495,349296.770636862,1.00109129600495
"Alabama","Jefferson",2004,660016,1895458,-470,0.999288402782194,1894109.19736073,0.999288402782194
"Alabama","Jefferson",2005,659715,439370,-301,0.999543950449686,439169.625509079,0.999543950449686
"Alabama","Jefferson",2006,661447,12760,1732,1.00262537610938,12793.4997991557,1.00262537610938
"Alabama","Jefferson",2009,665027,131482,3580,1.00541237619945,132193.630047457,1.00541237619945
"Alabama","Jefferson",2010,658215,264504,-6812,0.989756806866488,261794.634443414,0.989756806866488
"Alabama","Jefferson",2011,658109,62504,-106,0.999838958395053,62493.9342555244,0.999838958395053
"Alabama","Lamar",1998,16012,39088,NA,NA,NA,NA
"Alabama","Lamar",2003,15065,42036,-947,0.940856857356982,39549.8588558581,0.940856857356982
"Alabama","Lamar",2004,14828,31427,-237,0.984268171257882,30932.5958181215,0.984268171257882
"Alabama","Lamar",2005,14707,11874,-121,0.991839762611276,11777.1053412463,0.991839762611276
"Alabama","Lamar",2009,14200,297628,-507,0.965526619976882,287367.756850479,0.965526619976882
"Alabama","Lamar",2010,14496,82289,296,1.02084507042254,84004.32,1.02084507042254
"Alabama","Lamar",2011,14291,17046,-205,0.985858167770419,16804.9383278146,0.985858167770419
"Alabama","Lauderdale",1996,83973,72787,NA,NA,NA,NA
"Alabama","Lauderdale",1998,84206,85994,233,1.00277470139211,86232.6076715135,1.00277470139211
"Alabama","Lauderdale",1999,84327,30672,121,1.00143695223618,30716.0741989882,1.00143695223618
"Alabama","Lauderdale",2000,87982,14859,3655,1.04334317596974,15503.0362517343,1.04334317596974
"Alabama","Lauderdale",2002,86872,645107,-1110,0.987383783046532,636968.190129799,0.987383783046532
"Alabama","Lauderdale",2003,86944,490448,72,1.00082880559904,490854.486048439,1.00082880559904
"Alabama","Lauderdale",2008,89200,42858,2256,1.02594773647405,43970.0680898049,1.02594773647405
"Alabama","Lauderdale",2010,92737,1203806,3537,1.03965246636771,1251539.87692825,1.03965246636771
"Alabama","Lauderdale",2011,92607,5682,-130,0.998598186268695,5674.03489437873,0.998598186268695
"Alabama","Lauderdale",2012,92662,2224,55,1.00059390758798,2225.32085047567,1.00059390758798
"Alabama","Lauderdale",2013,92701,21917,39,1.00042088450498,21926.2245256955,1.00042088450498
"Alabama","Lawrence",1996,33079,40437,NA,NA,NA,NA
"Alabama","Lawrence",1997,33278,23751,199,1.00601590132713,23893.8836724206,1.00601590132713
"Alabama","Lawrence",1998,33447,39088,169,1.00507843019412,39286.5056794278,1.00507843019412
"Alabama","Lawrence",1999,33795,65945,348,1.01040452058481,66631.126109965,1.01040452058481
"Alabama","Lawrence",2000,34856,22289,1061,1.0313951768013,22988.7670957242,1.0313951768013
"Alabama","Lawrence",2002,34643,14335,-213,0.993889143906358,14247.4008778976,0.993889143906358
"Alabama","Lawrence",2009,34106,597,-537,0.984499032993678,587.745922697226,0.984499032993678
"Alabama","Lawrence",2013,33575,65751,-531,0.984430891925174,64727.3155749721,0.984430891925175
"Alabama","Lee",1998,100481,39088,NA,NA,NA,NA
"Alabama","Lee",1999,102164,2300417,1683,1.01674943521661,2338947.68551268,1.01674943521661
"Alabama","Lee",2003,119631,2508294,17467,1.1709702047688,2937137.53880036,1.1709702047688
"Alabama","Lee",2004,121698,102494,2067,1.01727813025052,104264.904681897,1.01727813025052
"Alabama","Lee",2005,125350,527774,3652,1.03000871008562,543611.816956729,1.03000871008562
"Alabama","Lee",2009,135883,5976,10533,1.08402871958516,6478.15562824093,1.08402871958516
"Alabama","Lee",2011,144130,56822,8247,1.06069191878307,60270.6362090916,1.06069191878307
"Alabama","Limestone",1996,59998,29115,NA,NA,NA,NA
"Alabama","Limestone",1998,62247,39088,2249,1.03748458281943,40553.1973732458,1.03748458281943
"Alabama","Limestone",1999,63037,27605,790,1.01269137468472,27955.3453981718,1.01269137468472
"Alabama","Limestone",2000,65930,282337,2893,1.04589368148865,295294.484350461,1.04589368148865
"Alabama","Limestone",2001,66643,23233,713,1.01081450022751,23484.2532837858,1.01081450022751
"Alabama","Limestone",2002,67108,114685,465,1.00697747700434,115485.211950242,1.00697747700434
"Alabama","Limestone",2008,76314,595,9206,1.13718185611254,676.623204386958,1.13718185611254
"Alabama","Limestone",2012,87326,16693,11012,1.14429855596614,19101.7757947428,1.14429855596614
"Alabama","Lowndes",1998,12984,117265,NA,NA,NA,NA
"Alabama","Lowndes",2001,13451,33397,467,1.03596734442391,34598.2014017252,1.03596734442391
"Alabama","Lowndes",2003,13316,28025,-135,0.989963571481674,27743.7290907739,0.989963571481674
"Alabama","Lowndes",2005,12898,2638,-418,0.968609191949534,2555.19104836287,0.968609191949534
"Alabama","Lowndes",2009,12293,17929,-605,0.953093502868662,17088.0134129322,0.953093502868662
"Alabama","Lowndes",2011,11140,11364,-1153,0.906206784348816,10298.1338973399,0.906206784348816
"Alabama","Macon",1998,23207,39088,NA,NA,NA,NA
"Alabama","Macon",1999,22993,23004,-214,0.990778644374542,22791.871935192,0.990778644374542
"Alabama","Macon",2003,23470,37833,477,1.02074544426565,38617.8623929022,1.02074544426565
"Alabama","Macon",2004,23041,8199,-429,0.981721346399659,8049.1333191308,0.981721346399659
"Alabama","Macon",2005,22736,30346,-305,0.986762727312183,29944.3017230155,0.986762727312183
"Alabama","Macon",2009,21789,119531,-947,0.958347994370162,114552.29411506,0.958347994370162
"Alabama","Madison",1996,270331,24262,NA,NA,NA,NA
"Alabama","Madison",1998,278008,39088,7677,1.02839851885281,40198.0413049188,1.02839851885281
"Alabama","Madison",1999,280381,2309618,2373,1.00853572559063,2329332.26546718,1.00853572559063
"Alabama","Madison",2000,277868,7429,-2513,0.991037195815694,7362.41532771479,0.991037195815694
"Alabama","Madison",2001,281264,27588,3396,1.01222163041444,27925.1703398736,1.01222163041444
"Alabama","Madison",2002,286037,25804,4773,1.01696982194664,26241.8892855111,1.01696982194664
"Alabama","Madison",2003,290763,2101923,4726,1.01652233801921,2136651.68229635,1.01652233801921
"Alabama","Madison",2007,313796,26040,23033,1.07921571864371,28102.7773134821,1.07921571864371
"Alabama","Madison",2008,320914,148819,7118,1.02268352687733,152194.739786358,1.02268352687733
"Alabama","Madison",2009,327744,71717,6830,1.02128296054395,73243.3500813302,1.02128296054395
"Alabama","Madison",2010,336095,47022,8351,1.0254802528803,48220.1324509373,1.0254802528803
"Alabama","Madison",2011,339565,7954,3470,1.01032446183371,8036.12076942531,1.01032446183371
"Alabama","Madison",2012,342730,144676,3165,1.00932074860483,146024.488625153,1.00932074860483
"Alabama","Marengo",1998,23375,46906,NA,NA,NA,NA
"Alabama","Marengo",2001,22179,14521,-1196,0.948834224598931,13778.0217754011,0.948834224598931
"Alabama","Marengo",2003,21930,70064,-249,0.988773163803598,69277.4029487353,0.988773163803598
"Alabama","Marengo",2005,21405,18471,-525,0.976060191518468,18028.8077975376,0.976060191518468
